Id,Name,Alt Name,Counties,IsBrook,IsBrookStocked,IsBrown,IsBrownStocked,IsRainbow,IsRainbowStocked,Status,QA PASS
MAJ-070310105,Unnamed Stream,,Washington,,,,,,,,
MAJ-070310570,Unnamed Stream,,Washington,,,,,,,,
MAJ-070310571,Unnamed Stream,,Washington,,,,,,,,
MAJ-070310687,Unnamed Stream,,Washington,,,,,,,,
MAJ-070310691,Unnamed Stream,,Washington,,,,,,,,
S-002-016-006,Us-kab-wan-ka River,,St. Louis,,,,,,,,
M-050-007-002,Valley Branch,,Washington,TRUE,,TRUE,,TRUE,TRUE,,
M-050-007,Valley Creek,,Washington,TRUE,,TRUE,,TRUE,TRUE,,
M-050-007-B001,Valley Creek,,Washington,TRUE,,TRUE,,TRUE,TRUE,,
H-001-030-018,Valley River,,"Itasca,Koochiching",,,,,,,,
M-106-001-005,Van Sickle Brook,,Crow Wing,,,,,,,,
H-001-030-023-002-010,Venning Creek,,Itasca,,,,,,,,
H-001-030-023-002-010-B001,Venning Creek,,Itasca,,,,,,,,
H-001-030-023-002-010-B002,Venning Creek,,Itasca,,,,,,,,
M-049,Vermillion River,,"Scott,Dakota,Goodhue",,,TRUE,,TRUE,TRUE,,
M-049-005,"Vermillion River, South Branch",,Dakota,,,TRUE,,,,,
M-009-010-007,Vesta Creek,,Fillmore,TRUE,,,,,,,
H-001-092-021-011-007,Victor Creek,,Lake,,,,,,,,
M-096-037,Wallingford Brook,,Hubbard,,,,,,,,
S-052-006-001,Wanless Creek,,Lake,,,,,,,,
M-128-008,Warba Creek,,Itasca,,,,,,,,
M-064-023,Washington Creek,,Meeker,,,,,,,,
M-009-025-002,Watson Creek,,Fillmore,,,TRUE,,,,,
M-009-025-002-021,Watson Creek,,Fillmore,,,TRUE,,,,,
H-001-092-021-010-007,Weiss Creek,,Lake,,,,,,,,
H-001-092-016-009-009,Wenho Creek,,Lake,,,,,,,,
M-034-020-001,West Albany Creek,,Wabasha,,,TRUE,,,,,
S-017-004-B002,West Branch,,St. Louis,,,,,,,,
H-001-092-021-015-002-001,West Camp Creek,,Lake,,,,,,,,
M-034-017,West Indian Creek,,Wabasha,TRUE,,TRUE,,,,,
H-001-046-024,West Two River,,St. Louis,,,,,,,,
S-002-035-022,"Whiteface River, South Branch",,St. Louis,,,,,,,,
M-031,Whitewater River,,"Winona,Wabasha",,,TRUE,,TRUE,TRUE,,
M-031-019,"Whitewater River, Middle Branch",,"Winona,Olmsted",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
M-031-018,"Whitewater River, North Branch",,"Winona,Wabasha,Olmsted",,,TRUE,,TRUE,TRUE,,
M-031-017,"Whitewater River, South Branch",,"Winona,Olmsted",,,TRUE,,TRUE,TRUE,,
M-100,Whitley's Creek,,Crow Wing,TRUE,TRUE,TRUE,TRUE,,,,
S-002-016-026,Whyte Creek,,Lake,,,,,,,,
M-050-049-002,Wilbur Brook,,Pine,,,,,,,,
M-007,Wildcat Creek,,Houston,,,TRUE,,,,,
M-009-025-004,Willow Creek,,Fillmore,,,TRUE,TRUE,TRUE,TRUE,,
M-071-009,Willow Creek,,"Meeker,Stearns",,,,,,,,
M-096-020-017,Willow Creek,,Otter Tail,,,,,,,,
M-001,Winnebago Creek,,Houston,TRUE,,TRUE,TRUE,TRUE,TRUE,,
M-009-010-010,Wisel Creek,,Fillmore,,,TRUE,TRUE,TRUE,TRUE,,
M-050-049-005-002,Wolf Creek,,Pine,,,,,,,,
S-067-001,Woods Creek,,Cook,,,,,,,,
I-027-009,Woodson Creek,,Mower,,,,,,,,
S-002-057-003,Wyman Creek,,St. Louis,,,,,,,,
S-002-057-003-B001,Wyman Creek Braid,,St. Louis,,,,,,,,
